ID	Label	"Synonyms/
Denoation"	Suggested parent term	Abbreviation	Defination	Textual Defination	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent Class	parent	similar term	xref id
pko:PKO_0000321	vfrontalcortex				volume of frontal cortex				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000322	vcerebrum				volume of cerebrum				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000323	vcerebellum				volume of cerebellum				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000324	Qhippocampus				"Qhippocampus is a parameter used in PBPK modeling to describe the blood flow rate to thehippocampus, which is used to calculate the rate of drug/chemical delivery to the hippocampus. The value of Qhippocampus depends on the species of interest and is defined by the hippocampus weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000325	Qfrontalcortex				"Qfrontalcortex is a parameter used in PBPK modeling to describe the blood flow rate to the frontalcortex, which is used to calculate the rate of drug/chemical delivery to the frontalcortex. The value of Qfrontalcortex depends on the species of interest and is defined by the frontalcortex weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000326	Qcerebrum				"Qcerebrum is a parameter used in PBPK modeling to describe the blood flow rate to the cerebrum, which is used to calculate the rate of drug/chemical delivery to the cerebrum. The value of Qcerebrum depends on the species of interest and is defined by the cerebrum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000327	Qcerebellum				"Qcerebellum is a parameter used in PBPK modeling to describe the blood flow rate to the cerebellum, which is used to calculate the rate of drug/chemical delivery to the cerebellum. The value of Qcerebellum depends on the species of interest and is defined by the cerebellum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000328	Khippocampus:brain				ratio of drug/chemical concentration in the hippocampus tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000329	kcerebrum:brain				ratio of drug/chemical concentration in the cerebrum tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000330	kcerebellum:brain				ratio of drug/chemical concentration in the cerebellum tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000331	kfrontalcortex:brain				ratio of drug/chemical concentration in the frontal cortex tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000332	Pappcerebrum:brain				Permeability of drug/chemical in cerebrum to brain				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000333	Pappcerebellum:brain				Permeability of drug/chemical in cerebellum to brain				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000334	Papphippocampus:brain				Permeability of drug/chemical in hippocampus to brain				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000335	Pappcortex:brain				Permeability of drug/chemical in cortex to brain				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000336	Pregnant PBPK				PBPK model build to predict the concentration of drug/chemical in pregnant female with time				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000337	fetoplacental volume				"Volume can be calculated by adding the uterus weight, placenta volume, fetal volume, and amniotic fluid volume"		10.1208/s12248-013-9505-3		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000338	vfetus				Volume of fetus				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000339	vplacenta				Volume of placenta				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000340	vamnioticfluid				Volume of amniotic fluid				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000341	vliverfetus				Volume of liver in fetus				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000342	vbrainfetus				Volume of brain in fetus				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000343	vkidneyfetus				Volume of kidney in fetus				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000344	vrestbodyfetus				Volume of rest body in fetus calculated by subtracting the body with all the organs mentioned in PBPK				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000345	placenta volume				volume of placenta				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000346	fetoplacental blood flow								0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000347	fetal cardiac output				"Fetal Cardiac output in PBPK modeling refers to the volume of blood pumped by the fetal heart per unit of time, which is used to calculate the rate of blood flow to different organs and tissues in the fetal body"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000348	Qliverfetus				"Qliverfetus is a parameter used in PBPK modeling to describe the blood flow rate to the liver fetus, which is used to calculate the rate of drug/chemical delivery to the liver in fetus. The value of Qliverfetus depends on the species of interest and is defined by the fetal liver weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000349	Qkidneyfetus				"Qkidneyfetus is a parameter used in PBPK modeling to describe the blood flow rate to the kidney fetus, which is used to calculate the rate of drug/chemical delivery to the kidney in fetus. The value of Qkidneyfetus depends on the species of interest and is defined by the fetal kidney weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000350	Qbrainfetus				"Qbrainfetus is a parameter used in PBPK modeling to describe the blood flow rate to the brain fetus, which is used to calculate the rate of drug/chemical delivery to the brain in fetus. The value of Qbrainfetus depends on the species of interest and is defined by the fetal brain weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000351	Qrestbodyfetus				"Qrestbodyfetus is a parameter used in PBPK modeling to describe the blood flow rate to the restbody fetus, which is used to calculate the rate of drug/chemical delivery to the restbody in fetus. The value of Qrestbodyfetus depends on the species of interest and is calculating by sutracting the total blood flow by the all organ considered in fetal pbpk"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000352	Gestational age				" measure of the age of a pregnancy, indicating how far along the pregnancy is. Typically measured in weeks"		Gestational age - Wikipedia		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000353	Gestational week				" measure of the week of a pregnancy, indicating how far along the pregnancy is. "				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000354	Vmax fetus				Vmax for a particular drug/chemical in fetus				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000355	aminotic transfer coefficient				Rate at which drug/chemical transfer from materal circulation to amniotic fluid 		10.1208/s12248-021-00603-y		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000356	Kliverfetus:plasma				ratio of compound concentration in the fetus of liver tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000357	kbrainfetus:plasma				ratio of compound concentration in the fetus of brain tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000358	kkidneyfetus:plasma				ratio of compound concentration in the fetus of kidney tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000359	krestbodyfetus:plasma				ratio of compound concentration in the fetus of restbody tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Pregnant PBPK			
pko:PKO_0000360	Kidney PBPK				Kidney PBPK model is build to predict the concentration of compound in different compartments of kidney with time				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000361	Bowmans capsule	"Capsule, Bowman's"			A double-walled epithelial capsule that is the bulbous closed proximal end of the kidney tubular system. It surrounds the cluster of convoluted capillaries of KIDNEY GLOMERULUS and is continuous with the convoluted PROXIMAL KIDNEY TUBULE.	Double-walled epithelial capsule that is bulbous closed proximal end of kidney tubular system	http://purl.bioontology.org/ontology/MESH/D050476		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Kidney PBPK			
pko:PKO_0000362	Filtrate				Filtrate is a role of liquid outcome of a filtration process that is commonly the mechanical or physical operation which is used for the separation of solids from fluids (liquids or gases) by interposing a medium through which only the fluid can pass	"Role of liquid outcome of filtration process, commonly mechanical or physical operation which is used for solids separation from fluids (liquids or gases) by interposing medium through which only fluid can pass"	http://purl.allotrope.org/ontologies/role#AFRL_0000228		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Kidney PBPK			
pko:PKO_0000363	Proximal tubule	pronephric nephron			"The proximal segment of the pronephric tubule, closest to the glomus and functioning in solute resorption and waste excretion"	"Proximal segment of pronephric tubule, closest to glomus and functioning in solute resorption and waste excretion"	http://purl.obolibrary.org/obo/XAO_0004518		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Kidney PBPK			
pko:PKO_0000364	loop of henle				"A highly specialized segment of the mammalian kidney tubules, that dips into the medulla"	Highly specialized segment of mammalian kidney tubules that dips into medulla	http://purl.obolibrary.org/obo/VHOG_0001270		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Kidney PBPK			
pko:PKO_0000365	distal tubule				"The distal segment of the pronephric tubule, functioning in water resorption, with urine passing through it into the pronephric duct."	"Distal segment of pronephric tubule, functioning in water resorption, with urine passing through it into pronephric duct"	http://purl.obolibrary.org/obo/XAO_0004519		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Kidney PBPK			
pko:PKO_0000366	collecting duct								0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Kidney PBPK			
pko:PKO_0000367	bladder				"The distensible sac-like organ that functions as a reservoir of urine, collecting from the kidneys and eliminating via the urethra."	"Distensible sac-like organ, functioning as urine reservoir, collecting from kidneys and eliminating via urethra"	http://purl.obolibrary.org/obo/NCIT_C12414		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Kidney PBPK			
pko:PKO_0000368	lung PBPK				PBPK model built to predict the compound concnetration in lung compartment				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000369	extrathoracic				"the area outside of the thorax, which includes the head, neck, and upper respiratory tract. In the context of PBPK modeling, extrathoracic deposition refers to the amount of inhaled drug/chemical that is deposited in the head and upper respiratory tract before reaching the lungs"		10.1007/s40262-021-01066-2		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	lung PBPK			
pko:PKO_0000370	thoracic								0000-0001-8345-1349	0000-0002-9795-5967		Subclass	lung PBPK			
pko:PKO_0000371	bronchiolar								0000-0001-8345-1349	0000-0002-9795-5967		Subclass	lung PBPK			
pko:PKO_0000372	alveolar								0000-0001-8345-1349	0000-0002-9795-5967		Subclass	lung PBPK			
pko:PKO_0000374	Gut PBPK or ADAM model				PBPK model build to predict the concentration of drug/chemical in different compartments of gut.				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000375	FQduodenum				Fraction of blood flow to duodenum				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000376	FQjejunum				Fraction of blood flow to jejunum				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000377	FQileum				Fraction of blood flow to ileum				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000378	FQcolon				Fraction of blood flow to colon				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000379	FQcecum				Fraction of blood flow to cecum				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000380	Qduodenum				"Qduodenum is a parameter used in PBPK modeling to describe the blood flow rate to the duodenum, which is used to calculate the rate of drug/chemical delivery to the duodenum. The value of Qduodenum depends on the species of interest and is defined by the duodenum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000381	Qjejunum				"Qjejunum is a parameter used in PBPK modeling to describe the blood flow rate to the jejunum, which is used to calculate the rate of drug/chemical delivery to the jejunum. The value of Qjejunum depends on the species of interest and is defined by the jejunum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000382	Qileum				"Qileum is a parameter used in PBPK modeling to describe the blood flow rate to the duodenum, which is used to calculate the rate of drug/chemical delivery to the ileum. The value of Qileum depends on the species of interest and is defined by the ileum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000383	Qcolon				"Qcolon is a parameter used in PBPK modeling to describe the blood flow rate to the colon, which is used to calculate the rate of drug/chemical delivery to the colon. The value of Qcolon depends on the species of interest and is defined by the colon weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000384	Qcecum				"Qcecum is a parameter used in PBPK modeling to describe the blood flow rate to the cecum, which is used to calculate the rate of drug/chemical delivery to the cecum. The value of Qcecum depends on the species of interest and is defined by the cecum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000385	Fduodenum				duodenum volume as a fraction of total body weight				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000386	Fjejunum				jejunum volume as a fraction of total body weight				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000387	Fileum				ileum volume as a fraction of total body weight				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000388	Fcolon				colon volume as a fraction of total body weight				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000389	Fcecum				cecum volume as a fraction of total body weight				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000390	Vduodenum				Volume of duodenum				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000391	Vjejunum				Volume of jejunum				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000392	Vileum				Volume of ileum				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000393	Vcolon				Volume of colon				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000394	Vcecum				Volume of cecum				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000395	blilesalt effect solubilization ratio								0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000396	mean precipitation time				"mean precipitation time is often used to predict the behavior of drugs/chemical in the human body, specifically in relation to food effects and the fasted state"		10.1208/s12248-008-9079-7		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000397	diffusion coefficient			D	The diffusion coefficient defined as the amount of a xenoboitic that diffuses across a membrane of a given unit area per unit time when the concentration gradient is unity.	"Xenoboitic amount ,i.s diffuses across a membrane of a given unit area per unit time"	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015. Chaper-14,page number-380"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000398	particle density	absolute specific gravity		?s	a measure of the mass per unit volume of the particle. It is expressed in terms of Mg m-3.	Measure of mass per unit volume of particle	http://ecoursesonline.iasri.res.in/mod/page/view.php?id=6358		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000399	particle radius								0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000400	intestinal transit time				time required for compound to move through the intestine				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Gut PBPK or ADAM model			
pko:PKO_0000401	Lactational PBPK				PBPK models built to predict the drug/chemical concentration in milk during lactation		10.1002/psp4.12662		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000402	Milk:plasma ratio				Milk to plasma ratio of a particular chemical				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lactational PBPK			
pko:PKO_0000403	fumilk				fraction unbound of a chemical in milk				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lactational PBPK			
pko:PKO_0000404	Cmilk				concentration in milk				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lactational PBPK			
pko:PKO_0000405	daily milk intake				daily milk ingested by the baby from mother				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lactational PBPK			
pko:PKO_0000406	phmilk				Ph of milk				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lactational PBPK			
pko:PKO_0000407	Blood-milk-barrier				physiological barrier that separates the blood and milk compartments in lactating species. 		10.1016/j.fct.2022.112848		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lactational PBPK			
pko:PKO_0000408	milk:plasma partition				partition coefficient of chemical from plasma to milk				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lactational PBPK			
